Date,L#SD_sim,GSTD_sim,SWAD_sim,GWAD_sim,RWAD_sim,CWAD_sim,PWAD_sim,CHTD_sim,CWID_sim,RDPD_sim,L#SD_obs,GSTD_obs,SWAD_obs,GWAD_obs,RWAD_obs,CWAD_obs,PWAD_obs,CHTD_obs,CWID_obs,RDPD_obs,situation,simulation_no,experiment,trno,site,year,cultivar,nitrogen_kg_ha,density_plants_m2
2022-05-27,2.8,NA,6,0,10,37,NA,0.1,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-05-28,3,NA,7,0,14,40,NA,0.11,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-05-29,3.3,NA,9,0,16,45,NA,0.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-05-30,3.5,NA,12,0,18,53,NA,0.13,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-05-31,3.8,NA,14,0,20,60,NA,0.14,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-01,4,NA,17,0,22,69,NA,0.16,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-02,4.3,NA,21,0,24,78,NA,0.18,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-03,4.5,NA,25,0,27,89,NA,0.2,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-04,4.8,NA,29,0,30,100,NA,0.22,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-05,5.1,NA,34,0,33,110,NA,0.24,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-06,5.3,NA,39,0,37,122,NA,0.27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-07,5.6,NA,45,0,42,136,NA,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-08,5.8,NA,52,0,47,151,NA,0.33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-09,6.1,NA,58,0,51,164,NA,0.36,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-10,6.3,NA,66,0,57,180,NA,0.39,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-11,6.6,NA,76,0,64,202,NA,0.42,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-12,6.8,NA,87,0,72,225,NA,0.46,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-13,7.1,NA,99,0,81,251,NA,0.49,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-14,7.3,NA,113,0,90,281,NA,0.53,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.24525,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-15,7.6,NA,129,0,100,316,NA,0.56,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-16,7.8,NA,146,0,111,351,NA,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-17,8,NA,165,0,122,392,NA,0.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-18,8.2,NA,186,0,134,436,NA,0.67,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-19,8.5,NA,209,0,147,488,NA,0.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-20,8.7,NA,232,0,162,533,NA,0.73,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-21,8.9,NA,260,0,177,589,NA,0.77,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-22,9.2,NA,293,0,193,650,NA,0.81,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-23,9.4,NA,330,0,208,717,NA,0.84,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-24,9.6,NA,367,0,223,782,NA,0.88,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-25,9.8,NA,392,0,238,831,NA,0.91,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-26,10.1,NA,423,0,255,890,NA,0.95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-27,10.4,NA,474,0,274,977,NA,0.99,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-28,10.6,NA,530,0,294,1064,NA,1.03,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-29,10.9,NA,551,0,311,1101,NA,1.06,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-06-30,11.2,NA,598,0,327,1173,NA,1.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-01,11.4,NA,632,0,353,1235,NA,1.14,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-02,11.7,NA,668,0,363,1290,NA,1.19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-03,12,NA,709,0,384,1357,NA,1.23,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-04,12.2,NA,748,0,401,1416,NA,1.27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-05,12.5,NA,786,0,427,1483,NA,1.31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-06,12.8,NA,862,0,448,1592,NA,1.34,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-07,13,NA,898,0,481,1654,NA,1.38,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-08,13.3,NA,980,0,502,1769,NA,1.41,0.2,NA,14,NA,1319,NA,302.1181818181818,2360.909090909091,NA,1.198357142857143,0.2675,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-09,13.5,NA,1013,0,534,1827,NA,1.44,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-10,13.8,NA,1089,1,555,1937,NA,1.47,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-11,14,NA,1133,3,584,2008,NA,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-12,14.3,NA,1178,4,603,2081,NA,1.52,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-13,14.5,NA,1225,7,619,2151,NA,1.54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-14,14.8,NA,1256,9,639,2207,NA,1.57,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-15,15.1,NA,1337,12,657,2318,NA,1.59,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-16,15.3,NA,1377,16,690,2386,NA,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-17,15.6,NA,1464,20,706,2505,NA,1.62,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-18,15.8,NA,1508,25,745,2573,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-19,16.1,NA,1563,30,767,2652,NA,1.64,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-20,16.3,NA,1599,36,797,2714,NA,1.65,0.2,NA,NA,NA,2083.6,NA,330.4,3461.4,NA,1.41,0.19,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-21,16.6,NA,1642,42,810,2788,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-22,16.8,NA,1681,49,817,2855,NA,1.67,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-23,17.1,NA,1727,56,824,2924,NA,1.68,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-24,17.3,NA,1790,63,840,3008,NA,1.69,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-25,17.6,NA,1815,72,867,3048,NA,1.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-26,17.8,NA,1861,81,893,3118,NA,1.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-27,18,NA,1915,90,914,3195,NA,1.71,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-28,18.3,NA,1931,99,938,3229,NA,1.71,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-29,18.5,NA,1966,109,951,3284,NA,1.72,0.2,NA,21.25,NA,NA,NA,NA,NA,NA,1.697,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-30,18.7,NA,2017,118,967,3357,NA,1.72,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-07-31,19,NA,2045,127,991,3404,NA,1.73,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-01,19.2,NA,2063,137,1008,3439,NA,1.73,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-02,19.4,NA,2052,146,1010,3440,NA,1.74,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-03,19.7,NA,2084,155,1015,3495,NA,1.74,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-04,19.9,NA,2107,165,1030,3545,NA,1.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-05,20.1,NA,2168,173,1034,3627,NA,1.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-06,20.3,NA,2169,182,1059,3640,NA,1.76,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-07,20.6,NA,2220,190,1067,3709,NA,1.76,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-08,20.8,NA,2207,199,1077,3704,NA,1.76,0.2,NA,NA,NA,2818,NA,NA,4318.5,NA,1.5150000000000001,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-09,21,NA,2227,207,1083,3747,NA,1.77,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-10,21.3,NA,2228,215,1088,3765,NA,1.77,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-11,21.5,NA,2264,223,1089,3816,NA,1.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-12,21.7,NA,2268,230,1101,3827,NA,1.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-13,22,NA,2287,237,1116,3856,NA,1.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-14,22.2,NA,2283,244,1137,3863,NA,1.79,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-15,22.2,NA,2292,250,1143,3886,NA,1.79,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-16,22.2,NA,2301,255,1149,3908,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-17,22.2,NA,2320,261,1158,3939,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-18,22.2,NA,2293,267,1157,3917,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-19,22.2,NA,2297,273,1155,3932,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-20,22.2,NA,2301,278,1158,3951,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-21,22.2,NA,2305,283,1159,3962,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-22,22.2,NA,2298,288,1166,3958,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-23,22.2,NA,2285,292,1170,3948,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-24,22.2,NA,2269,297,1171,3935,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-25,22.2,NA,2245,301,1164,3911,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-26,22.2,NA,2254,305,1165,3926,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-27,22.2,NA,2246,308,1175,3922,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-28,22.2,NA,2248,311,1176,3937,NA,1.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-08-29,22.2,NA,2252,315,1176,3950,NA,1.8,0.2,NA,24.4,NA,3270.2,NA,340.42,4833.4,NA,1.645,0.2175,NA,UFJA2201_1,12,UFJA2201,1,WFREC,2022,IH Williams,0,99.9
2022-05-13,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-14,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-15,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-16,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-17,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-18,0.3,NA,2,0,3,5,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-19,0.6,NA,2,0,4,6,NA,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-20,0.9,NA,2,0,4,7,NA,0.03,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-21,1.2,NA,2,0,4,9,NA,0.04,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-22,1.5,NA,2,0,4,10,NA,0.05,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-23,1.7,NA,2,0,4,12,NA,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-24,2,NA,3,0,5,16,NA,0.07,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-25,2.3,NA,3,0,5,19,NA,0.08,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-26,2.5,NA,3,0,5,21,NA,0.09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-27,2.7,NA,4,0,8,25,NA,0.1,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-28,2.9,NA,4,0,9,31,NA,0.11,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.06125,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-29,3.2,NA,6,0,11,37,NA,0.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-30,3.4,NA,10,0,14,46,NA,0.13,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-05-31,3.7,NA,13,0,17,54,NA,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-01,3.9,NA,18,0,21,66,NA,0.17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-02,4.2,NA,23,0,25,78,NA,0.19,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-03,4.4,NA,29,0,30,94,NA,0.21,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-04,4.7,NA,36,0,36,112,NA,0.23,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-05,5,NA,44,0,42,131,NA,0.26,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-06,5.2,NA,54,0,49,154,NA,0.28,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-07,5.5,NA,65,0,58,182,NA,0.31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-08,5.7,NA,78,0,68,213,NA,0.34,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-09,6,NA,90,0,76,240,NA,0.37,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-10,6.2,NA,105,0,87,274,NA,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-11,6.5,NA,125,0,101,319,NA,0.43,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-12,6.7,NA,146,0,116,368,NA,0.47,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-13,7,NA,170,0,133,420,NA,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
2022-06-14,7.2,NA,198,0,153,484,NA,0.54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.31675,NA,NA,UFJA2201_2,13,UFJA2201,2,WFREC,2022,IH Williams,280,71.9
